formula,composition_str,gap pbe
U(PS3)2,P4 S12 U2,0.0
K4CuP6(H4O11)2,K8 Cu2 P12 H16 O44,0.5959000000000001
HoAl3,Al3 Ho1,0.0
Te2MoWSe2,Te4 Mo2 W2 Se4,0.06750000000000034
Zn2SnO4,Zn4 Sn2 O8,0.40260000000000007
Cr3Fe2Sb3O16,Cr3 Fe2 Sb3 O16,0.4525000000000001
Li32Ti13Cr3O48,Li32 Ti13 Cr3 O48,1.4592
Ca2MgP2(H2O5)2,H4 O10 Mg1 P2 Ca2,5.3863
SmY3O6,Sm4 Y12 O24,3.9935
SrBr2,Sr4 Br8,4.4697000000000005
CrGe,Cr4 Ge4,0.0
Li5Sb(P2O7)2,Li10 Sb2 P8 O28,4.290500000000001
LaSi3Ru,La1 Si3 Ru1,0.0
Mn5O8,Mn5 O8,0.0
ErMnAl,Er2 Mn2 Al2,0.0
Li5Mn2Co(NiO5)2,Li5 Mn2 Co1 Ni2 O10,0.9828999999999999
EuAu3,Eu2 Au6,0.0
Y2Mn17C3,Y4 Mn34 C6,0.0
LiAu,Li1 Au1,0.0
Li4V3P8O29,Li8 V6 P16 O58,1.1108
U16N25,N25 U16,0.0
FeP2O7,Fe4 P8 O28,0.0
LiNiPO4,Li8 Ni8 P8 O32,2.8542
KSn2H36C12(Se2N)3,K2 Sn4 H72 C24 Se12 N6,1.8887
Ba2ZnCd,Ba2 Zn1 Cd1,0.0
Cs2InAsBr6,Cs2 In1 As1 Br6,0.3335999999999999
Er2NiGe6,Er2 Ni1 Ge6,0.0
AcYbGa2,Yb1 Ac1 Ga2,0.0
InSe,In4 Se4,0.6587000000000001
LiYbPb2,Li1 Yb1 Pb2,0.0
Sm3CuGeS7,Sm6 Cu2 Ge2 S14,1.7739000000000003
Mo2SeS3,Mo2 Se1 S3,1.3297999999999996
Zn2(PS3)3,P6 S18 Zn4,1.7947000000000002
Sr3LiAs2H,Sr12 Li4 As8 H4,1.4975999999999998
Na2Cr(HO)8,Na8 Cr4 H32 O32,3.2169
Sr2SiO4,O16 Si4 Sr8,4.376799999999999
Dy2TiO5,Dy10 Ti5 O25,2.8711999999999995
La3TiBeS7,La6 Ti2 Be2 S14,0.0
HfZr,Hf1 Zr1,0.0
CeS2,S16 Ce8,0.0
FeOF,Fe18 O18 F18,0.0
Ba2ZnCuNi2F14,Ba4 Zn2 Cu2 Ni4 F28,0.3422
Ba7GeB3ClO13,Ba28 Ge4 B12 Cl4 O52,3.5835
LaCO4,La18 C18 O72,0.010099999999999998
BaP4(W2O7)8,Ba1 P4 W16 O56,0.3454999999999999
Tb2HfS5,Tb8 Hf4 S20,1.1629000000000005
Na5Ni2As(CO4)4,Na10 Ni4 As2 C8 O32,0.0
InGa(AgS2)2,In1 Ga1 Ag2 S4,0.6437000000000004
Ba8Sb4H2O,Ba8 Sb4 H2 O1,0.7384
VZn2O4,V2 Zn4 O8,1.6010999999999997
VCdCoO5,V4 Cd4 Co4 O20,0.5346
Ba2TbNbO6,Ba2 Tb1 Nb1 O6,2.8516000000000004
Sn2H12C4Cl2O,Sn8 H48 C16 Cl8 O4,3.8472999999999997
LiBiP2O7,Li4 Bi4 P8 O28,4.351100000000001
UP3,U2 P6,0.0
Ba(MgSi)2,Mg2 Si2 Ba1,0.0
SbIrC2(OF3)2,Sb8 Ir8 C16 O16 F48,2.4943
Rb3DyV2O8,Rb3 Dy1 V2 O8,3.4065
Mg30FeCoO32,Mg30 Fe1 Co1 O32,2.4477
Sn(WO3)3,Sn2 W6 O18,0.0
KPuO3,K1 Pu1 O3,0.0
BeH12(N2Cl)2,Be4 H48 N16 Cl8,4.570399999999999
Sn3As4,Sn3 As4,0.391
GdUC4,Gd1 U1 C4,0.0
LiCoOF2,Li2 Co2 O2 F4,0.22899999999999998
CaTiBiO5,Ca4 Ti4 Bi4 O20,0.0
LiYAu2,Li1 Y1 Au2,0.0
Rb4LiZr3H2F19,Rb16 Li4 Zr12 H8 F76,6.1954
Lu2AlOs,Lu2 Al1 Os1,0.0
Cu7PSe6,Cu28 P4 Se24,0.02909999999999968
Ba3(Br2Cl)2,Ba12 Br16 Cl8,4.3799
FeB,Fe4 B4,0.0
NaLi2NiPCO7,Na2 Li4 Ni2 P2 C2 O14,3.9389000000000003
KY(CuO2)2,K1 Y1 Cu2 O4,0.0
LiBH4,Li2 B2 H8,5.4652
K2Cu(Cl2O)2,K2 Cu1 Cl4 O2,0.5265
KNa2LiZr2(Si2O5)6,K2 Na4 Li2 Zr4 Si24 O60,4.7587
LiMg14Cd,Li1 Mg14 Cd1,0.0
EuAs,Eu6 As6,0.0
Li3V3(BO5)2,Li6 V6 B4 O20,1.0658999999999996
Dy3Zr,Dy3 Zr1,0.0
LiP2WO7,Li4 P8 W4 O28,3.8285
NaScTl2F6,Na1 Sc1 Tl2 F6,4.5236
KSb,K8 Sb8,0.9049
Zn2SbN3,Zn4 Sb2 N6,0.1737000000000002
Rb2DyAuCl6,Rb2 Dy1 Au1 Cl6,2.0272
Mg149Cd,Mg149 Cd1,0.5741999999999998
Te2Mo,Te4 Mo2,1.0502
NdDyTl2,Nd1 Dy1 Tl2,0.0
InPPt5,In1 P1 Pt5,0.0
CeCuNi,Ce2 Cu2 Ni2,0.0
Li2HN,H1 Li2 N1,2.4721
DyMn4(CuO4)3,Dy1 Mn4 Cu3 O12,0.0
GdAlGa,Gd1 Al1 Ga1,0.0
Mg2BiPO6,Mg4 Bi2 P2 O12,3.6187
La11V12O36,La11 V12 O36,0.7995999999999999
Cs2ErSi4O10F,Cs16 Er8 Si32 O80 F8,4.793
Li4Cr2P4H3O16,Li4 Cr2 P4 H3 O16,0.9188000000000001
KUVO6,K4 U4 V4 O24,2.0498
Li4MnCo3O8,Li4 Mn1 Co3 O8,0.7112000000000003
HoMnNi2,Ho3 Mn3 Ni6,0.0
Mg2GeB2Rh5,Rh10 Mg4 B4 Ge2,0.0
ScCuS2,S2 Sc1 Cu1,0.8709999999999996
CeHfMg30O32,Ce1 Hf1 Mg30 O32,0.0015000000000000568
CdIn2SnAu2,Cd1 In2 Sn1 Au2,0.0
Lu2(GePt3)3,Lu4 Ge6 Pt18,0.0
LiMo2P3O13,Li2 Mo4 P6 O26,2.7289000000000003
MgTe2,Mg4 Te8,1.1161999999999992
GaCuBr4,Ga2 Cu2 Br8,1.5794
Er5Mg,Er5 Mg1,0.0
LiGeTe2,Li6 Ge6 Te12,0.4629000000000003
PuGaNi,Pu3 Ga3 Ni3,0.0
LiMnF5,Li8 Mn8 F40,1.5013999999999998
Ti17(NO4)6,Ti34 N12 O48,0.15939999999999976
K3H(SeO4)2,H2 O16 K6 Se4,3.5508
ErPaTc2,Er1 Pa1 Tc2,0.0
DyHg,Dy1 Hg1,0.0
K,K29,0.0
CsYb3F10,Yb12 Cs4 F40,0.0
AlF3,Al2 F6,7.4664
Li6V5O12,Li6 V5 O12,0.6765000000000003
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.8348
Y,Y3,0.0
LiNb(TeO4)3,Li1 Nb1 Te3 O12,1.5556
Li3Pb,Li3 Pb1,0.0
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.3881000000000001
AgB5H6N2Cl5,Ag8 B40 H48 N16 Cl40,2.7765
GaS,S2 Ga2,1.8596
Zr6NiSb2,Zr6 Ni1 Sb2,0.0
CoP3,P12 Co4,0.27949999999999964
SrBiS2F,Sr2 Bi2 S4 F2,0.8856000000000002
LiMn2(BO3)2,Li6 Mn12 B12 O36,0.389
RbCaCl3,Rb2 Ca2 Cl6,5.3304
SrReN3,Sr4 Re4 N12,1.9969000000000001
Mg14AlCr,Mg14 Al1 Cr1,0.0
MnH44C12N8(ClO5)2,Mn1 H44 C12 N8 Cl2 O10,4.0743
Dy2Tl,Dy4 Tl2,0.0
Sc2(SeO4)3,O48 Sc8 Se12,3.5636
KTi16O32,K1 Ti16 O32,0.0
K2NaH10IO10,K4 Na2 H20 I2 O20,2.5046
MgCoO3,Mg4 Co4 O12,0.16229999999999967
V3Co(PO4)6,V3 Co1 P6 O24,1.2199
CsAgF3,Cs2 Ag2 F6,0.0
Na,Na8,0.0
LiMnSe2,Li1 Mn1 Se2,0.0
Sr2TmGaCu2O7,Sr4 Tm2 Ga2 Cu4 O14,0.0
LaTiNO2,La4 Ti4 N4 O8,1.2144000000000004
Gd2GeO5,Gd8 Ge4 O20,3.113
Li7IN2,Li14 I2 N4,1.6664
V4(CuO4)3,V4 Cu3 O12,0.0
La8Cu3O16,La8 Cu3 O16,0.0
Na2U2Si(O4F)2,Na4 U4 Si2 O16 F4,2.0782999999999996
MgPb2,Mg4 Pb8,0.0
Ba2Ti2F11,Ba6 Ti6 F33,0.057700000000000085
Li2EuGeS4,Eu1 Li2 Ge1 S4,0.20210000000000017
GaSb,Ga2 Sb2,0.05870000000000042
Na3Zn4P4H4NO16,Na12 Zn16 P16 H16 N4 O64,3.8467000000000002
Mg(CO2)2,Mg2 C4 O8,3.4503999999999997
LiMgIn2,Li1 Mg1 In2,0.0
Li24Mn7Cr5O36,Li24 Mn7 Cr5 O36,1.0812
CuPO3,Cu8 P8 O24,0.8381999999999996
Y2CdHg,Y2 Cd1 Hg1,0.0
Rb(CoP)2,Rb1 Co2 P2,0.0
Fe3Ge,Fe3 Ge1,0.0
SiH6CI3N,Si4 H24 C4 I12 N4,0.815
LiZr2(PO4)3,Li2 Zr4 P6 O24,4.2314
CuH12N2(Cl2O)2,Cu2 H24 N4 Cl8 O4,0.5328999999999999
SrAcIn2,Sr1 Ac1 In2,0.0
VBi2O5,V12 Bi24 O60,0.6472999999999995
Na4Sr2TiAs4,Na8 Sr4 Ti2 As8,1.2117
MgTa2CuO7,Mg6 Ta12 Cu6 O42,0.5982000000000001
Tm3C4,Tm30 C40,0.0
Sm4MgRh,Sm16 Mg4 Rh4,0.0
Nb6Pd2Se15,Nb12 Pd4 Se30,0.0
RbSbBrF3,Rb2 Sb2 Br2 F6,3.7542
Li5MnO3F,Li10 Mn2 O6 F2,2.3167999999999997
Na(CuO)2,Na8 Cu16 O16,0.0
Ag8GeS6,S24 Ge4 Ag32,0.6102000000000003
Ca(AsPd)2,Ca1 As2 Pd2,0.0
RbHg11,Rb3 Hg33,0.0
TmAlAg2,Tm1 Al1 Ag2,0.0
Li4MnCo2O7,Li8 Mn2 Co4 O14,0.17029999999999967
SrCu2(BO3)2,B4 O12 Cu4 Sr2,0.0
ScPd3,Sc1 Pd3,0.0
Li3In(BO3)2,Li12 In4 B8 O24,3.4307999999999996
Yb4As3,As6 Yb8,0.0
Ge3Os2,Ge24 Os16,0.7418000000000005
Ca5DyTi5Fe(SiO5)6,Ca5 Dy1 Ti5 Fe1 Si6 O30,2.6769000000000003
H2SeO3,H4 Se2 O6,4.4944
B2Pb4O7,B8 Pb16 O28,2.5247999999999995
MgSiN2,N4 Mg2 Si2,3.4715
Cs2BeO2,Cs2 Be1 O2,2.7782
Mn11Pd21,Mn11 Pd21,0.0
Nd9(Ni13P6)2,Nd9 Ni26 P12,0.0
CeMg(BO2)5,Ce4 Mg4 B20 O40,0.13729999999999976
VH9(NF)3,V4 H36 N12 F12,2.4969
Cr9In7S24,Cr9 In7 S24,0.0
SrLa2Fe2O7,Sr1 La2 Fe2 O7,0.8857999999999997
MgPb2,Mg2 Pb4,0.0
LiFe4(BO3)4,Li2 Fe8 B8 O24,1.4879
UB4W,U4 B16 W4,0.0
Ge2S3I2,S12 Ge8 I8,2.2528
LiP3(WO6)2,Li2 P6 W4 O24,0.0
Mn2CuO4,Mn20 Cu10 O40,0.0
HoTmZn2,Ho1 Tm1 Zn2,0.0
Yb(MnGe)6,Yb1 Mn6 Ge6,0.0
Li3V3CoO8,Li3 V3 Co1 O8,0.8013999999999997
CrCo3O8,Cr1 Co3 O8,0.37539999999999996
Sr2MnSb2,Sr24 Mn12 Sb24,0.0
Na4Mg3P4O15,Na16 Mg12 P16 O60,4.7301
Li2VF6,Li12 V6 F36,1.7813999999999999
As3Pb5O12F,As6 Pb10 O24 F2,3.3031
NiH2SeO5,Ni2 H4 Se2 O10,2.0722
Li5Mn8(BO3)8,Li5 Mn8 B8 O24,0.2379
Li2CrS4,Li2 Cr1 S4,0.0
LuAlFe,Lu4 Al4 Fe4,0.0
Na4SrTa5O15,Na8 Sr2 Ta10 O30,0.0
TbGaO3,Tb2 Ga2 O6,3.7152
Tm2MgOs,Tm2 Mg1 Os1,0.0
V4OF11,V4 O1 F11,1.0614999999999999
Mg14CdMo,Mg14 Cd1 Mo1,0.0
Er3Co4Ge13,Er6 Co8 Ge26,0.0
DyWC2,Dy4 W4 C8,0.0
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.3716000000000004
V9O22,V18 O44,1.0747
PmSmGa2,Pm1 Sm1 Ga2,0.0
Th(CoP)2,Th2 Co4 P4,0.0
Li2Fe7(OF2)4,Li4 Fe14 O8 F16,1.5197
Ce3Se4,Ce6 Se8,0.0
Sm2Ga3Cu,Sm2 Ga3 Cu1,0.0
KSmH2S2O9,K4 Sm4 H8 S8 O36,5.4333
Ce(SiAu)2,Si2 Ce1 Au2,0.0
Sr3Ta2ZnO9,Sr3 Ta2 Zn1 O9,3.4432000000000005
Eu(GdS2)2,Eu2 Gd4 S8,0.36599999999999966
VCu3O4,O4 V1 Cu3,0.10090000000000021
Co2NO6,Co4 N2 O12,0.07510000000000001
SiNiPd,Si3 Ni3 Pd3,0.0
LaSb(SBr)2,La8 Sb8 S16 Br16,2.1022000000000003
MnAl12,Mn1 Al12,0.0
Gd3ErNi4,Gd3 Er1 Ni4,0.0
Li4Cu2Ni5O12,Li8 Cu4 Ni10 O24,0.10309999999999997
Ba3Zn2B3O9F,Ba12 Zn8 B12 O36 F4,3.3750999999999998
Yb20(CdAu3)3,Yb20 Cd3 Au9,0.0
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.6387
HoSF,F2 S2 Ho2,1.2995999999999999
Fe5OF11,Fe5 O1 F11,1.5628
HoGeIr,Ho4 Ge4 Ir4,0.0
KPd2O3,K2 Pd4 O6,0.30479999999999996
Si3PH9,H36 Si12 P4,4.2301
K8In11,K16 In22,0.0
NaMg14Cu,Na1 Mg14 Cu1,0.0
Mg2AgWO6,Mg2 Ag1 W1 O6,0.044299999999999784
CeSnPd4,Ce8 Sn8 Pd32,0.0
LiVPO4,Li4 V4 P4 O16,2.1744000000000003
LaYMg2,La1 Y1 Mg2,0.0
NaCaAlSi2O7,Na2 Ca2 Al2 Si4 O14,4.5725
NaMg14Mn,Na1 Mg14 Mn1,0.0
Cu4Bi5PbS11,Cu8 Bi10 Pb2 S22,0.0
CeZrO4,Ce1 Zr1 O4,1.7848000000000006
GaAgO2,O4 Ga2 Ag2,0.5832999999999999
Ta3Pt,Ta3 Pt1,0.0
KBa6Zn4(GaO3)7,K2 Ba12 Zn8 Ga14 O42,2.4589
Gd2MnNiO6,Gd4 Mn2 Ni2 O12,1.8440000000000003
Mg6CdSn,Mg6 Cd1 Sn1,0.0
Cs2CoH12(SO7)2,Cs4 Co2 H24 S4 O28,3.3016
Al3Te3Br,Al12 Te12 Br4,1.8975999999999997
Sn3(OF)2,Sn12 O8 F8,0.0
NaLuO2,Na4 Lu4 O8,4.0962
Co7P6(HO6)4,H4 O24 P6 Co7,2.5609
LaPr3(GaO3)4,La1 Pr3 Ga4 O12,3.3499
Cs2TaCl6,Cs2 Ta1 Cl6,0.0
Mn2P3O10,Mn4 P6 O20,0.07999999999999963
Sr3Sc2(GeO4)3,Sr12 Sc8 Ge12 O48,3.2845000000000004
ErBPd2Rh,Er1 B1 Pd2 Rh1,0.0
TbS2,S4 Tb2,0.0
PmEr3,Pm1 Er3,0.0
Te2Mo3W(Se2S)2,Te2 Mo3 W1 Se4 S2,0.0
KCu4S3,K1 Cu4 S3,0.0
Rb2Se,Se1 Rb2,1.7968
Zr2P3H4NO12,H8 N2 O24 P6 Zr4,4.2944
Li7Mn2(CoO4)3,Li7 Mn2 Co3 O12,0.0
Li4TiFe3Sn2(PO4)6,Li4 Ti1 Fe3 Sn2 P6 O24,1.3767
Tm3Ge13Ir4,Tm6 Ge26 Ir8,0.0
Ho2Pd2Pb,Pd4 Ho4 Pb2,0.0
CsCd4As3,Cs1 Cd4 As3,0.21619999999999973
SiO2,Si48 O96,5.7383999999999995
CsNpO3,Cs1 Np1 O3,0.0
Li2Co2Si2O7,Li4 Co4 Si4 O14,2.84
Er3Ni2,Er9 Ni6,0.0035999999999996035
Co3OF5,Co6 O2 F10,0.05889999999999995
Mo2SeS3,Mo4 Se2 S6,0.5507
Ho2Al3Co14,Ho4 Al6 Co28,0.0
Y11In9Ni4,Y11 In9 Ni4,0.0
Li4MnCo2O7,Li8 Mn2 Co4 O14,0.6107
HfSnS3,S12 Sn4 Hf4,1.1982
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.4699
Li2VCrO4,Li4 V2 Cr2 O8,1.7173999999999996
Na14Al4O13,O26 Na28 Al8,2.4677
BeTlPO4,Be4 Tl4 P4 O16,4.0786999999999995
RbH4SNO4,Rb4 H16 S4 N4 O16,5.0051
Na5AgGe2S7,Na10 Ag2 Ge4 S14,1.792
BH2NCl2,B12 H24 N12 Cl24,5.8178
LiLa2S2O8F3,Li2 La4 S4 O16 F6,4.5891
KNa3Al12Si12(HO6)8,K2 Na6 Al24 Si24 H16 O96,4.7097999999999995
In2P2O7,O28 P8 In8,3.6658
BaAg8S5,S20 Ag32 Ba4,0.4565999999999999
Li2Cr2FeSbO8,Li4 Cr4 Fe2 Sb2 O16,1.7935999999999996
CaCuO2,Ca4 Cu4 O8,0.3855999999999997
Dy2SbO2,Dy2 Sb1 O2,0.0
RbH2CN5,Rb4 H8 C4 N20,4.1297
TiPOs,Ti3 P3 Os3,0.0
Tm2Al2Fe15,Tm4 Al4 Fe30,0.0
LiHg3,Li1 Hg3,0.0
LaPdO4,La1 Pd1 O4,0.0
Li2CoBO4,Li4 Co2 B2 O8,0.9599000000000002
NiPO4,Ni16 P16 O64,1.3737
Mn2FeGe5,Mn8 Fe4 Ge20,0.4219999999999997
Pr3Re2O9,Pr6 Re4 O18,0.18260000000000076
RbBa2N15,Rb2 Ba4 N30,3.8238
CsAuF3,Cs2 Au2 F6,0.0
MoSe2,Se4 Mo2,1.4177000000000004
Mo3W(SeS)4,Mo3 W1 Se4 S4,0.7101
Na2AlFe(SiO3)4,Na2 Al1 Fe1 Si4 O12,2.9441999999999995
Mg14SnMo,Mg14 Sn1 Mo1,0.0
Nd2AgIr,Nd2 Ag1 Ir1,0.0
Ta3Se12I,Ta12 Se48 I4,0.17980000000000018
Sb2C3OF18,Sb4 C6 O2 F36,2.1546000000000003
Cu3P8(S2Cl)3,Cu12 P32 S24 Cl12,1.7878000000000003
Ta3PbS6,S12 Ta6 Pb2,0.0
YbIn5Co,Yb1 In5 Co1,0.0
GdB4Os,Gd4 B16 Os4,0.0
RbSb2C2O4F5,Rb4 Sb8 C8 O16 F20,3.068
Mg14ZnSi,Mg14 Zn1 Si1,0.0
NdCo2,Nd2 Co4,0.0
CrCl3,Cr2 Cl6,1.5182
K3AgSn3Se8,K6 Ag2 Sn6 Se16,1.1216000000000002
LiMg2,Li4 Mg8,0.0
TmCoSi2,Tm2 Co2 Si4,0.0
VFeCoGe,V1 Fe1 Co1 Ge1,0.0
ScB12,B12 Sc1,0.0
EuNi5P3,Eu2 Ni10 P6,0.0
Na3LiTi2F12,Na6 Li2 Ti4 F24,4.7732
LiSbP2O7,Li4 Sb4 P8 O28,4.0558
TiGaCu2,Ti1 Ga1 Cu2,0.0
Al(VS2)4,Al1 V4 S8,0.0
GdCuSe2,Cu4 Gd4 Se8,0.7496
LiVSiO4,Li2 V2 Si2 O8,2.5026
Li2BiO3,Li4 Bi2 O6,0.0
Si6Bi9O26,Si12 Bi18 O52,0.0
CsSi,Cs16 Si16,1.2115
BaCa2Y6O12,Ba1 Ca2 Y6 O12,2.8840999999999997
Li3V3P8O29,Li6 V6 P16 O58,0.3427
KTa(CuSe2)2,K2 Cu4 Se8 Ta2,1.6646
Ba2ErSbO6,O6 Sb1 Ba2 Er1,3.3776
Ni21(SnP3)2,Ni21 Sn2 P6,0.0
Ta2H4O7,Ta4 H8 O14,3.8863
CaThI6,Ca2 Th2 I12,2.9825
Mn3Ni2Te3O16,Mn3 Ni2 Te3 O16,0.0
FeTe,Fe2 Te2,0.0
TaNiGe,Ni4 Ge4 Ta4,0.0
YCoC,C2 Co2 Y2,0.0
Be2CoSi,Be2 Co1 Si1,0.0
Eu(In2Au)2,Eu4 In16 Au8,0.0
HgPO4,Hg4 P4 O16,0.0
Li4Cr3Fe2Co3O16,Li4 Cr3 Fe2 Co3 O16,0.0
KS2O3,K8 S16 O24,3.7767
Be2RuPt,Be2 Ru1 Pt1,0.0
B10H13,B160 H208,3.5135
Sr3Ta7Si(BiO4)9,Sr3 Ta7 Si1 Bi9 O36,2.4307000000000003
La5In11Ni6,La5 In11 Ni6,0.0
TbFeGe2,Tb2 Fe2 Ge4,0.0
CaSbAsO5,Ca4 Sb4 As4 O20,3.1
Eu(CuGe)2,Cu2 Ge2 Eu1,0.0
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.1878000000000002
BaP2(HO2)4,Ba4 P8 H16 O32,5.5979
K2PrCl5,K8 Pr4 Cl20,4.815300000000001
MnSe,Mn1 Se1,0.0
Eu2Si4Pd3Au,Eu2 Si4 Pd3 Au1,0.0
NiF3,F6 Ni2,0.0
Ba3Ga2B10H4O23,Ba6 Ga4 B20 H8 O46,4.7837
NbRh3,Nb1 Rh3,0.0
Ni7(PO4)6,Ni7 P6 O24,0.0
La2Pt2O7,La8 Pt8 O28,0.4388000000000005
Ta,Ta30,0.0
SmB7H7O17,Sm2 B14 H14 O34,0.12719999999999998
LiNiS2,Li2 Ni2 S4,0.0
Ta8Cr3O24,Ta8 Cr3 O24,0.0
Ti2CrSi6,Ti2 Cr1 Si6,0.0
Li4Mn3Cu3(SnO8)2,Li4 Mn3 Cu3 Sn2 O16,0.0
Ho(MnAl2)4,Ho1 Mn4 Al8,0.0
SrBrCl,Sr4 Br4 Cl4,4.7308
Co3P4PbO14,Co6 P8 Pb2 O28,2.8625000000000003
Li2CuSnO4,Li2 Cu1 Sn1 O4,0.23280000000000012
VOF2,V6 O6 F12,1.7098
Li3V3(PO4)4,Li6 O32 P8 V6,1.8451999999999997
Al2NiO4,Al28 Ni14 O56,2.3825000000000003
Na6SbO5,Na12 Sb2 O10,0.0
Li5CoO4,Li20 Co4 O16,1.4065999999999999
Rb2CuP4(HO2)8,Rb2 Cu1 P4 H8 O16,0.6446999999999999
Nb3Zn2Bi3O14,Nb12 Zn8 Bi12 O56,2.6135999999999995
BaMg2FeH8,Ba1 Mg2 Fe1 H8,1.4470999999999998
Ti2CuS4,Ti2 Cu1 S4,0.0
Li7(SbS)2,Li14 Sb4 S4,0.7913000000000001
CsMgAs(H6O5)2,Cs1 Mg1 As1 H12 O10,4.1911000000000005
LiTa3N4,Li6 Ta18 N24,0.0
Te4Mo3Se2,Te4 Mo3 Se2,0.43409999999999993
Sr3Li4Nb6O20,Sr3 Li4 Nb6 O20,1.1596000000000002
U3(CuSi)4,U3 Cu4 Si4,0.0
Na2Cu(SO5)2,Na4 Cu2 S4 O20,0.2494
RbGaCl4,Cl16 Ga4 Rb4,4.3998
Lu5(Ge5Ir2)2,Lu10 Ge20 Ir8,0.0
PIr2,P1 Ir2,0.0
Al2Si3(NiO4)3,Al8 Si12 Ni12 O48,3.42
ZrS,S2 Zr2,0.0
Li2CoNiO4,Li2 Co1 Ni1 O4,0.0
Mn12O5F19,Mn12 O5 F19,0.0
MgSn2,Mg4 Sn8,0.0
Ni3Ge,Ni3 Ge1,0.0
Ba2H6Ru,Ba2 H6 Ru1,1.8699000000000001
CoH6(NCl)2,Co2 H12 N4 Cl4,0.23519999999999985
Co2As,Co24 As12,0.0
Tb2Ga3(Fe7C)2,Tb2 Ga3 Fe14 C2,0.0
V2(PO4)3,V4 P6 O24,0.0
PrMgTl,Pr3 Mg3 Tl3,0.0
Na3Mg4CrSi8(O11F)2,Na6 Mg8 Cr2 Si16 O44 F4,3.2802999999999995
K2CrF5,K32 Cr16 F80,3.3975
Sb8(Pb3S7)3,Sb16 Pb18 S42,1.5115999999999996
BaH6C2SNO5,Ba2 H12 C4 S2 N2 O10,3.6067
Pr2Co7B3,B6 Co14 Pr4,0.0
Li2In2GeS6,Li4 In4 Ge2 S12,2.0266
BaSi23,Ba2 Si46,0.0
Pr2VFeO6,Pr4 V2 Fe2 O12,1.2182000000000004
Mg30SnBiO32,Mg30 Sn1 Bi1 O32,0.0
NdIn3Pt,Nd8 In24 Pt8,0.0
Lu2NiGe6,Lu2 Ni1 Ge6,0.0
NbF5,Nb4 F20,4.3984
NbTlO3,Nb1 Tl1 O3,0.11379999999999946
NaMg14Al,Na1 Mg14 Al1,0.0
Mn3O5F,Mn6 O10 F2,0.0
CsMgBr3,Mg2 Br6 Cs2,4.0445
CaTi8Zn2O19,Ca2 Ti16 Zn4 O38,2.5865
Tb3Ni19B10,Tb3 Ni19 B10,0.0
Sr3TaFeO7,Sr3 Ta1 Fe1 O7,0.0
Sm2B4O9,Sm4 B8 O18,5.402000000000001
Yb4As2O,O1 As2 Yb4,0.9593000000000003
Ba2MnP4(H3O8)2,Ba4 Mn2 P8 H12 O32,4.5182
Fe4O3F5,Fe8 O6 F10,1.5083000000000002
Y3Ga,Y3 Ga1,0.0
Ba2YbReO6,O6 Ba2 Yb1 Re1,0.0
ErPt5,Er1 Pt5,0.0
SrNdCoO4,Sr1 Nd1 Co1 O4,0.0
Pr(SiPd)2,Si2 Pd2 Pr1,0.0
La2SiO5,O20 Si4 La8,4.458
NaSmSiO4,O16 Na4 Si4 Sm4,4.2409
AlZnCrS4,Al2 Zn2 Cr2 S8,0.8593000000000002
Li2Be2H4NF7,Li8 Be8 H16 N4 F28,6.7983
LiFe(Si2O5)2,Li2 Fe2 Si8 O20,3.34
LiHPd,Li1 H1 Pd1,0.0
Na2BeGeO4,Be4 O16 Na8 Ge4,3.7017
Mg16TaAl12,Mg16 Ta1 Al12,0.0
LiFeBO3,Li3 Fe3 B3 O9,2.8956999999999997
V6Fe4(CuO8)3,V6 Fe4 Cu3 O24,0.42410000000000014
Li2YAl,Li2 Y1 Al1,0.0
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.7145999999999999
K3Na3Nb8(PO7)5,K3 Na3 Nb8 P5 O35,0.05010000000000003
TePdI2,Te2 Pd2 I4,0.5150000000000001
Ba16Zn9Ge80Pd3,Ba16 Zn9 Ge80 Pd3,0.0
AgPb4ClO4,Ag2 Pb8 Cl2 O8,2.4101000000000004
LiFe(PO3)4,Li2 O24 P8 Fe2,2.5709
Na9LiFe10(SiO3)20,Na9 Li1 Fe10 Si20 O60,2.7449000000000003
Li4Ni(PO3)6,Li4 Ni1 P6 O18,3.8620999999999994
Cu2HgGeS4,S4 Cu2 Ge1 Hg1,0.0041999999999999815
La2BeGa2O7,La4 Be2 Ga4 O14,3.7857
BiOF,Bi4 O4 F4,2.5707
CsPHO3F,Cs2 P2 H2 O6 F2,5.1955
Mn2Ga5,Mn4 Ga10,0.0
SrGa4O7,O14 Ga8 Sr2,2.4295
Li3Ni2(PO4)3,Li12 O48 P12 Ni8,0.0
Ba4Pr2(Cu2O5)3,Ba4 Pr2 Cu6 O15,0.0
CeDyZn2,Ce1 Dy1 Zn2,0.0
SrZnSb2,Sr4 Zn4 Sb8,0.02689999999999948
Sr3W2O9,Sr6 W4 O18,2.8234999999999997
Li3V4O11F,Li3 V4 O11 F1,1.3797000000000001
